transaction_id,transaction_date,year,month,month_name,day,day_name,transaction_time,hour,time_of_day,transaction_qty,store_id,store_location,product_id,product_category,product_type,product_detail,unit_price,revenue,Day_classification
141,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:40:26.000Z,11,Morning,2,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,5,Weekend
142,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:43:57.000Z,11,Morning,2,3,Astoria,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
143,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:44:09.000Z,11,Morning,1,5,Lower Manhattan,38,Coffee,Barista Espresso,Latte,3.75,3.75,Weekend
144,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:47:13.000Z,11,Morning,1,3,Astoria,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,3,Weekend
145,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:48:56.000Z,11,Morning,2,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
146,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:49:42.000Z,11,Morning,1,8,Hell's Kitchen,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,2.5,Weekend
147,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:49:42.000Z,11,Morning,1,8,Hell's Kitchen,72,Bakery,Scone,Ginger Scone,3.25,3.25,Weekend
148,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:50:16.000Z,11,Morning,2,3,Astoria,26,Coffee,Organic brewed coffee,Brazilian Rg,3,6,Weekend
149,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:50:23.000Z,11,Morning,2,3,Astoria,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,7.5,Weekend
150,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:50:58.000Z,11,Morning,2,5,Lower Manhattan,45,Tea,Brewed herbal tea,Peppermint Lg,3,6,Weekend
151,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:51:30.000Z,11,Morning,2,8,Hell's Kitchen,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,7,Weekend
152,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:52:31.000Z,11,Morning,1,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,3.1,Weekend
153,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:57:17.000Z,11,Morning,2,3,Astoria,37,Coffee,Barista Espresso,Espresso shot,3,6,Weekend
154,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:57:59.000Z,11,Morning,1,3,Astoria,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,2.5,Weekend
155,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:57:59.000Z,11,Morning,1,3,Astoria,79,Bakery,Scone,Jumbo Savory Scone,3.75,3.75,Weekend
156,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T11:58:15.000Z,11,Morning,2,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,7.5,Weekend
157,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:00:20.000Z,12,Afternoon,1,5,Lower Manhattan,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,2.5,Weekend
158,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:01:00.000Z,12,Afternoon,2,3,Astoria,49,Tea,Brewed Black tea,English Breakfast Lg,3,6,Weekend
159,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:01:20.000Z,12,Afternoon,2,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,6.2,Weekend
160,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:01:20.000Z,12,Afternoon,1,3,Astoria,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
161,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:03:09.000Z,12,Afternoon,1,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,3.75,Weekend
162,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:03:38.000Z,12,Afternoon,1,8,Hell's Kitchen,47,Tea,Brewed Green tea,Serenity Green Tea Lg,3,3,Weekend
163,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:03:43.000Z,12,Afternoon,1,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,2.5,Weekend
164,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:04:22.000Z,12,Afternoon,2,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,3.5,7,Weekend
165,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:05:31.000Z,12,Afternoon,2,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,5,Weekend
166,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:06:29.000Z,12,Afternoon,1,5,Lower Manhattan,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,2.5,Weekend
167,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:07:42.000Z,12,Afternoon,1,8,Hell's Kitchen,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,3,Weekend
168,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:08:21.000Z,12,Afternoon,1,5,Lower Manhattan,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,3,Weekend
169,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:08:36.000Z,12,Afternoon,1,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,3.1,Weekend
170,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:09:11.000Z,12,Afternoon,2,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4,Weekend
171,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:09:12.000Z,12,Afternoon,2,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
172,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:13:07.000Z,12,Afternoon,2,5,Lower Manhattan,38,Coffee,Barista Espresso,Latte,3.75,7.5,Weekend
173,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:14:26.000Z,12,Afternoon,2,8,Hell's Kitchen,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,6.2,Weekend
174,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:17:38.000Z,12,Afternoon,2,8,Hell's Kitchen,50,Tea,Brewed Black tea,Earl Grey Rg,2.5,5,Weekend
175,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:18:07.000Z,12,Afternoon,2,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
176,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:18:44.000Z,12,Afternoon,2,3,Astoria,49,Tea,Brewed Black tea,English Breakfast Lg,3,6,Weekend
177,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:20:16.000Z,12,Afternoon,2,3,Astoria,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,7.5,Weekend
178,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:23:39.000Z,12,Afternoon,1,3,Astoria,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,3,Weekend
179,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:27:06.000Z,12,Afternoon,2,5,Lower Manhattan,41,Coffee,Barista Espresso,Cappuccino Lg,4.25,8.5,Weekend
180,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:30:46.000Z,12,Afternoon,2,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,5,Weekend
181,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:30:49.000Z,12,Afternoon,1,8,Hell's Kitchen,38,Coffee,Barista Espresso,Latte,3.75,3.75,Weekend
182,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:33:20.000Z,12,Afternoon,2,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,5,Weekend
183,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:33:35.000Z,12,Afternoon,2,3,Astoria,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,5,Weekend
184,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:35:53.000Z,12,Afternoon,2,5,Lower Manhattan,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,4.4,Weekend
185,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:36:57.000Z,12,Afternoon,1,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,3.75,Weekend
186,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:38:28.000Z,12,Afternoon,2,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,3,6,Weekend
187,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:42:26.000Z,12,Afternoon,1,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,3,Weekend
188,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:44:01.000Z,12,Afternoon,1,8,Hell's Kitchen,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,3.75,Weekend
189,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:44:31.000Z,12,Afternoon,1,3,Astoria,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,3,Weekend
190,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:44:32.000Z,12,Afternoon,1,3,Astoria,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,2.5,Weekend
191,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:45:52.000Z,12,Afternoon,2,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4,Weekend
192,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:46:22.000Z,12,Afternoon,1,3,Astoria,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2.55,Weekend
193,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:46:26.000Z,12,Afternoon,1,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2.5,Weekend
194,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:46:55.000Z,12,Afternoon,1,3,Astoria,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,3.5,Weekend
195,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:46:55.000Z,12,Afternoon,1,3,Astoria,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
196,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:48:08.000Z,12,Afternoon,2,3,Astoria,38,Coffee,Barista Espresso,Latte,3.75,7.5,Weekend
197,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:49:48.000Z,12,Afternoon,1,8,Hell's Kitchen,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,3,Weekend
198,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:50:15.000Z,12,Afternoon,1,3,Astoria,59,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,4.5,Weekend
199,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:50:28.000Z,12,Afternoon,2,3,Astoria,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,6,Weekend
200,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:51:21.000Z,12,Afternoon,1,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,3,Weekend
201,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:51:57.000Z,12,Afternoon,1,5,Lower Manhattan,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,4.75,Weekend
202,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:51:57.000Z,12,Afternoon,1,5,Lower Manhattan,72,Bakery,Scone,Ginger Scone,3.25,3.25,Weekend
203,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:52:18.000Z,12,Afternoon,1,5,Lower Manhattan,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2.55,Weekend
204,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:52:18.000Z,12,Afternoon,1,5,Lower Manhattan,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
205,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:53:11.000Z,12,Afternoon,2,8,Hell's Kitchen,29,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,5,Weekend
206,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:53:59.000Z,12,Afternoon,1,8,Hell's Kitchen,37,Coffee,Barista Espresso,Espresso shot,3,3,Weekend
207,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:55:25.000Z,12,Afternoon,1,3,Astoria,49,Tea,Brewed Black tea,English Breakfast Lg,3,3,Weekend
208,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:55:27.000Z,12,Afternoon,1,5,Lower Manhattan,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,3.1,Weekend
209,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:55:27.000Z,12,Afternoon,1,5,Lower Manhattan,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
210,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:55:36.000Z,12,Afternoon,1,8,Hell's Kitchen,45,Tea,Brewed herbal tea,Peppermint Lg,3,3,Weekend
211,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:55:53.000Z,12,Afternoon,2,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,3,6,Weekend
212,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:56:33.000Z,12,Afternoon,1,3,Astoria,61,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,4.75,Weekend
213,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:56:59.000Z,12,Afternoon,1,3,Astoria,47,Tea,Brewed Green tea,Serenity Green Tea Lg,3,3,Weekend
214,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:58:54.000Z,12,Afternoon,2,3,Astoria,44,Tea,Brewed herbal tea,Peppermint Rg,2.5,5,Weekend
215,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T12:59:06.000Z,12,Afternoon,1,8,Hell's Kitchen,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,3.75,Weekend
216,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:00:38.000Z,13,Afternoon,2,5,Lower Manhattan,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,6,Weekend
217,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:01:33.000Z,13,Afternoon,2,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
218,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:02:40.000Z,13,Afternoon,1,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,3,3,Weekend
219,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:02:40.000Z,13,Afternoon,1,8,Hell's Kitchen,78,Bakery,Scone,Scottish Cream Scone ,4.5,4.5,Weekend
220,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:02:52.000Z,13,Afternoon,1,8,Hell's Kitchen,26,Coffee,Organic brewed coffee,Brazilian Rg,3,3,Weekend
221,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:03:13.000Z,13,Afternoon,2,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,6,Weekend
222,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:04:01.000Z,13,Afternoon,2,8,Hell's Kitchen,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
223,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:04:01.000Z,13,Afternoon,1,8,Hell's Kitchen,72,Bakery,Scone,Ginger Scone,3.25,3.25,Weekend
224,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:04:22.000Z,13,Afternoon,2,8,Hell's Kitchen,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
225,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:04:37.000Z,13,Afternoon,2,8,Hell's Kitchen,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,5,Weekend
226,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:04:51.000Z,13,Afternoon,1,3,Astoria,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,2,Weekend
227,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:05:56.000Z,13,Afternoon,1,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,3.5,Weekend
228,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:07:37.000Z,13,Afternoon,2,5,Lower Manhattan,24,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,6,Weekend
229,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:09:03.000Z,13,Afternoon,1,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,3.1,Weekend
230,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:12:03.000Z,13,Afternoon,2,5,Lower Manhattan,30,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,6,Weekend
231,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:13:09.000Z,13,Afternoon,1,5,Lower Manhattan,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,3.75,Weekend
232,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:17:30.000Z,13,Afternoon,1,8,Hell's Kitchen,56,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,2.55,Weekend
233,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:17:32.000Z,13,Afternoon,2,3,Astoria,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,8,Weekend
234,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:18:34.000Z,13,Afternoon,2,8,Hell's Kitchen,49,Tea,Brewed Black tea,English Breakfast Lg,3,6,Weekend
235,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:19:09.000Z,13,Afternoon,1,8,Hell's Kitchen,55,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,4,Weekend
236,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:19:09.000Z,13,Afternoon,1,8,Hell's Kitchen,75,Bakery,Pastry,Croissant,3.5,3.5,Weekend
237,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:19:36.000Z,13,Afternoon,1,3,Astoria,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2.5,Weekend
238,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:19:56.000Z,13,Afternoon,2,8,Hell's Kitchen,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,4.4,Weekend
239,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:20:51.000Z,13,Afternoon,2,3,Astoria,35,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,6.2,Weekend
240,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:21:23.000Z,13,Afternoon,2,3,Astoria,38,Coffee,Barista Espresso,Latte,3.75,7.5,Weekend
241,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:22:11.000Z,13,Afternoon,1,5,Lower Manhattan,23,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,2.5,Weekend
242,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:22:45.000Z,13,Afternoon,2,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,5,Weekend
243,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:23:54.000Z,13,Afternoon,2,3,Astoria,58,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,7,Weekend
244,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:24:29.000Z,13,Afternoon,2,5,Lower Manhattan,60,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,7.5,Weekend
245,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:30:49.000Z,13,Afternoon,2,5,Lower Manhattan,31,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,4.4,Weekend
246,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:32:07.000Z,13,Afternoon,2,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
247,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:32:34.000Z,13,Afternoon,1,5,Lower Manhattan,87,Coffee,Barista Espresso,Ouro Brasileiro shot,3,3,Weekend
248,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:34:12.000Z,13,Afternoon,2,3,Astoria,28,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4,Weekend
249,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:38:09.000Z,13,Afternoon,1,8,Hell's Kitchen,27,Coffee,Organic brewed coffee,Brazilian Lg,3.5,3.5,Weekend
250,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:38:11.000Z,13,Afternoon,2,8,Hell's Kitchen,40,Coffee,Barista Espresso,Cappuccino,3.75,7.5,Weekend
251,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:39:41.000Z,13,Afternoon,1,5,Lower Manhattan,51,Tea,Brewed Black tea,Earl Grey Lg,3,3,Weekend
252,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:40:47.000Z,13,Afternoon,2,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,5,Weekend
253,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:41:09.000Z,13,Afternoon,2,3,Astoria,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,5,Weekend
254,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:42:10.000Z,13,Afternoon,1,3,Astoria,43,Tea,Brewed herbal tea,Lemon Grass Lg,3,3,Weekend
255,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:42:49.000Z,13,Afternoon,1,5,Lower Manhattan,36,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,3.75,Weekend
256,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:42:58.000Z,13,Afternoon,1,5,Lower Manhattan,52,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,2.5,Weekend
257,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:42:58.000Z,13,Afternoon,1,5,Lower Manhattan,72,Bakery,Scone,Ginger Scone,3.25,3.25,Weekend
258,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:43:18.000Z,13,Afternoon,2,3,Astoria,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,5,Weekend
259,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:43:18.000Z,13,Afternoon,1,3,Astoria,69,Bakery,Biscotti,Hazelnut Biscotti,3.25,3.25,Weekend
260,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:43:41.000Z,13,Afternoon,2,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
261,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:44:26.000Z,13,Afternoon,1,3,Astoria,57,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,3.1,Weekend
262,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:47:51.000Z,13,Afternoon,1,8,Hell's Kitchen,40,Coffee,Barista Espresso,Cappuccino,3.75,3.75,Weekend
263,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:49:03.000Z,13,Afternoon,2,8,Hell's Kitchen,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4,Weekend
264,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:50:09.000Z,13,Afternoon,1,5,Lower Manhattan,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,3,Weekend
265,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:50:47.000Z,13,Afternoon,2,8,Hell's Kitchen,54,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,5,Weekend
266,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:51:56.000Z,13,Afternoon,2,8,Hell's Kitchen,32,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,6,Weekend
267,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:53:04.000Z,13,Afternoon,2,3,Astoria,38,Coffee,Barista Espresso,Latte,3.75,7.5,Weekend
268,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:53:31.000Z,13,Afternoon,1,8,Hell's Kitchen,33,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,3.5,Weekend
269,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:54:18.000Z,13,Afternoon,2,8,Hell's Kitchen,22,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4,Weekend
270,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:55:04.000Z,13,Afternoon,1,5,Lower Manhattan,42,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,2.5,Weekend
271,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:55:50.000Z,13,Afternoon,2,8,Hell's Kitchen,45,Tea,Brewed herbal tea,Peppermint Lg,3,6,Weekend
272,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:56:15.000Z,13,Afternoon,2,8,Hell's Kitchen,48,Tea,Brewed Black tea,English Breakfast Rg,2.5,5,Weekend
273,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:56:24.000Z,13,Afternoon,1,8,Hell's Kitchen,53,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,3,Weekend
274,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:57:34.000Z,13,Afternoon,2,5,Lower Manhattan,27,Coffee,Organic brewed coffee,Brazilian Lg,3.5,7,Weekend
275,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:57:34.000Z,13,Afternoon,1,5,Lower Manhattan,71,Bakery,Pastry,Chocolate Croissant,3.75,3.75,Weekend
276,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:58:10.000Z,13,Afternoon,2,3,Astoria,46,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,5,Weekend
277,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:58:11.000Z,13,Afternoon,1,5,Lower Manhattan,34,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,2.45,Weekend
278,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T13:59:58.000Z,13,Afternoon,2,5,Lower Manhattan,39,Coffee,Barista Espresso,Latte Rg,4.25,8.5,Weekend
279,2023-01-01,2023,1,Jan,1,Sun,2026-06-30T14:03:34.000Z,14,Afternoon,2,5,Lower Manhattan,25,Coffee,Organic brewed coffee,Brazilian Sm,2.2,4.4,Weekend
